상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202302A0099419,대치동제빵소베이커리까페,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1.17e+18,1,대지,901,31.0,서울특별시 강남구 대치동 901-31,116804000000.0,서울특별시 강남구 삼성로75길,40,,1.17e+24,,서울특별시 강남구 삼성로75길 40,135841,6196,,,,127.0549183,37.50277023
MA0106202201A2364671,대치은마사거리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1.17e+18,1,대지,941,19.0,서울특별시 강남구 대치동 941-19,116803000000.0,서울특별시 강남구 도곡로,457,,1.17e+24,,서울특별시 강남구 도곡로 457,135999,6209,,,,127.0601742,37.49900147
MA010120220813317195,대한불교조계종봉은사서래원,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1.17e+18,1,대지,73,,서울특별시 강남구 삼성동 73,116803000000.0,서울특별시 강남구 봉은사로,531,,1.17e+24,봉은사응향각,서울특별시 강남구 봉은사로 531,135870,6087,,,,127.0577331,37.51582444
MA0101202303A0097698,도너츠윤,압구정점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1.17e+18,1,대지,613,15.0,서울특별시 강남구 신사동 613-15,116804000000.0,서울특별시 강남구 논현로176길,28,,1.17e+24,,서울특별시 강남구 논현로176길 28,135894,6022,,1,,127.0306246,37.52750257
MA010120220805690336,랭스영카페앤펍,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,637,2.0,서울특별시 강남구 역삼동 637-2,116804000000.0,서울특별시 강남구 테헤란로13길,24,,1.17e+24,한올빌딩,서울특별시 강남구 테헤란로13길 24,135909,6131,,1,,127.0320728,37.50125594
MA0101202409A0161698,레비티커스커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1.17e+18,1,대지,565,4.0,서울특별시 강남구 신사동 565-4,116804000000.0,서울특별시 강남구 논현로157길,13,,1.17e+24,유리따사옥,서울특별시 강남구 논현로157길 13,135891,6032,,1,,127.0268668,37.52234074
MA010120220804028416,레이브릭스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1.17e+18,1,대지,555,13.0,서울특별시 강남구 신사동 555-13,116804000000.0,서울특별시 강남구 논현로153길,46,,1.17e+24,,서울특별시 강남구 논현로153길 46,135890,6033,,1,,127.0244454,37.52052124
MA010120220809369115,로얄마카롱,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,641,15.0,서울특별시 강남구 역삼동 641-15,116804000000.0,서울특별시 강남구 테헤란로25길,26,,1.17e+24,상준빌딩,서울특별시 강남구 테헤란로25길 26,135909,6131,,3,,127.0354886,37.50226409
MA0101202411A0140809,루다커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,234,1.0,서울특별시 강남구 논현동 234-1,116804000000.0,서울특별시 강남구 논현로114길,8,,1.17e+24,,서울특별시 강남구 논현로114길 8,135830,6109,,1,,127.0340778,37.50850847
MA0101202406A0540189,르뱅룰즈,도곡점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680656,도곡2동,1168011800,도곡동,1.17e+18,1,대지,467,17.0,서울특별시 강남구 도곡동 467-17,116804000000.0,서울특별시 강남구 언주로30길,57,,1.17e+24,타워팰리스,서울특별시 강남구 언주로30길 57,135856,6293,상가,1,,127.0539588,37.4894628
MA010120220811895314,리퍼블릭,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1.17e+18,1,대지,588,,서울특별시 강남구 신사동 588,116804000000.0,서울특별시 강남구 도산대로33길,8,,1.17e+24,산도빌딩,서울특별시 강남구 도산대로33길 8,135893,6026,,1,,127.0302826,37.52115059
MA0101202406A0229635,만쥬랑,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1.17e+18,1,대지,922,,서울특별시 강남구 대치동 922,116803000000.0,서울특별시 강남구 선릉로,326,,1.17e+24,,서울특별시 강남구 선릉로 326,135843,6205,,1,,127.052043,37.49877107
MA0101202305A0074537,매머드익스프레스자곡동점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680700,세곡동,1168011200,자곡동,1.17e+18,1,대지,651,,서울특별시 강남구 자곡동 651,116803000000.0,서울특별시 강남구 자곡로,180,,1.17e+24,강남유탑유블레스,서울특별시 강남구 자곡로 180,135190,6373,,1,,127.1033616,37.47371632
MA0101202505A0051186,메가엠지씨커피,선릉역점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,704,51.0,서울특별시 강남구 역삼동 704-51,116804000000.0,서울특별시 강남구 선릉로93길,26,,1.17e+24,우리빌딩,서울특별시 강남구 선릉로93길 26,135513,6148,,1,,127.0464263,37.50483718
MA0101202306A0055079,메가엠지씨커피수서역점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680750,수서동,1168011500,수서동,1.17e+18,1,대지,724,,서울특별시 강남구 수서동 724,116803000000.0,서울특별시 강남구 광평로,280,,1.17e+24,로즈데일오피스텔,서울특별시 강남구 광평로 280,135744,6367,,B2,,127.103109,37.48732178
MA0101202302A0052590,메가엠지씨커피점,역삼역,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,644,9.0,서울특별시 강남구 역삼동 644-9,116804000000.0,서울특별시 강남구 테헤란로25길,15,,1.17e+24,,서울특별시 강남구 테헤란로25길 15,135910,6131,,1,,127.0351942,37.50160645
MA010120220812148235,메머드익스프레스삼성도심,공항점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1.17e+18,1,대지,158,11.0,서울특별시 강남구 삼성동 158-11,116804000000.0,서울특별시 강남구 테헤란로87길,17,,1.17e+24,마젤란21아스테리움,서울특별시 강남구 테헤란로87길 17,135880,6169,,1,,127.0583497,37.50874225
MA010120220813224961,메종꼬꼬,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1.17e+18,1,대지,8,2.0,서울특별시 강남구 청담동 8-2,116804000000.0,서울특별시 강남구 삼성로145길,6,,1.17e+24,,서울특별시 강남구 삼성로145길 6,135949,6067,,,,127.0477041,37.52235218
MA010120220814034247,멜트커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1.17e+18,1,대지,157,15.0,서울특별시 강남구 삼성동 157-15,116804000000.0,서울특별시 강남구 테헤란로81길,22,,1.17e+24,구암빌딩,서울특별시 강남구 테헤란로81길 22,135880,6168,,1,,127.0569245,37.50849967
MA010120220813685771,모벰버,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,614,17.0,서울특별시 강남구 역삼동 614-17,116804000000.0,서울특별시 강남구 봉은사로16길,17,,1.17e+24,,서울특별시 강남구 봉은사로16길 17,135907,6127,,1,,127.0296654,37.50502277
MA0101202406A0563115,바이러닉파트너스,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1.17e+18,1,대지,78,9.0,서울특별시 강남구 청담동 78-9,116804000000.0,서울특별시 강남구 압구정로60길,8,,1.17e+24,,서울특별시 강남구 압구정로60길 8,135954,6014,,1,,127.0419487,37.5268774
MA0101202301A0053061,배고픈형제들,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680750,수서동,1168011500,수서동,1.17e+18,1,대지,714,,서울특별시 강남구 수서동 714,116804000000.0,서울특별시 강남구 광평로51길,8,,1.17e+24,로얄프라자,서울특별시 강남구 광평로51길 8,135884,6349,,1,,127.1024885,37.48836748
MA010120220808253860,벙커616,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,616,5.0,서울특별시 강남구 역삼동 616-5,116804000000.0,서울특별시 강남구 강남대로110길,34,,1.17e+24,,서울특별시 강남구 강남대로110길 34,135907,6124,,1,,127.0276179,37.50374384
MA010120220812311040,베르베르,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,254,26.0,서울특별시 강남구 논현동 254-26,116804000000.0,서울특별시 강남구 선릉로121길,7,,1.17e+24,,서울특별시 강남구 선릉로121길 7,135832,6100,,1,,127.0417604,37.51385797
MA010120220813535194,블랙포션,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1.17e+18,1,대지,567,22.0,서울특별시 강남구 신사동 567-22,116804000000.0,서울특별시 강남구 압구정로28길,48,,1.17e+24,,서울특별시 강남구 압구정로28길 48,135891,6031,,1,,127.0274441,37.52337676
MA0101202406A0390680,살구커피하우스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680655,도곡1동,1168011800,도곡동,1.17e+18,1,대지,545,2.0,서울특별시 강남구 도곡동 545-2,116804000000.0,서울특별시 강남구 도곡로18길,5,,1.17e+24,,서울특별시 강남구 도곡로18길 5,135857,6261,,1,,127.038265,37.4910547
MA0101202306A0095649,스몰굿커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1.17e+18,1,대지,660,16.0,서울특별시 강남구 신사동 660-16,116804000000.0,서울특별시 강남구 압구정로46길,5,10.0,1.17e+24,압구정로데오스타,서울특별시 강남구 압구정로46길 5-10,135897,6018,,1,,127.0375032,37.52791505
MA010120220806862832,스크렘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,811,,서울특별시 강남구 역삼동 811,116804000000.0,서울특별시 강남구 봉은사로4길,17,,1.17e+24,,서울특별시 강남구 봉은사로4길 17,135931,6123,,1,,127.0264643,37.50372609
MA0101202409A0110460,스탠다드브레드cafe,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1.17e+18,1,대지,654,10.0,서울특별시 강남구 신사동 654-10,116804000000.0,서울특별시 강남구 도산대로53길,13,,1.17e+24,,서울특별시 강남구 도산대로53길 13,135897,6019,,2,,127.0382705,37.5240495
MA010120220810346765,씨앰비즈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1.17e+18,1,대지,574,8.0,서울특별시 강남구 신사동 574-8,116804000000.0,서울특별시 강남구 논현로175길,40,,1.17e+24,,서울특별시 강남구 논현로175길 40,135891,6030,,1,,127.0253179,37.52507112
MA010120220804027635,아도르,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,212,14.0,서울특별시 강남구 논현동 212-14,116804000000.0,서울특별시 강남구 학동로34길,17,,1.17e+24,,서울특별시 강남구 학동로34길 17,135829,6105,,1,,127.033752,37.51344607
MA010120220800666221,아르떼컴퍼니,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1.17e+18,1,대지,617,2.0,서울특별시 강남구 신사동 617-2,116803000000.0,서울특별시 강남구 압구정로,228,,1.17e+24,대웅빌딩,서울특별시 강남구 압구정로 228,135894,6023,,,,127.0328199,37.52870031
MA0106202201A0801346,아우어베이커리청담,사거리점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1.17e+18,1,대지,121,28.0,서울특별시 강남구 청담동 121-28,116804000000.0,서울특별시 강남구 압구정로79길,19,,1.17e+24,,서울특별시 강남구 압구정로79길 19,135955,6011,,,,127.0487808,37.5253701
MA0101202502A0074316,아이라이크먼데이!,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,77,12.0,서울특별시 강남구 논현동 77-12,116804000000.0,서울특별시 강남구 언주로135길,32,9.0,1.17e+24,오하우스,서울특별시 강남구 언주로135길 32-9,135995,6051,,1,,127.0324529,37.51723065
MA010120220806835658,알베르,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,618,11.0,서울특별시 강남구 역삼동 618-11,116804000000.0,서울특별시 강남구 강남대로102길,34,,1.17e+24,,서울특별시 강남구 강남대로102길 34,135907,6128,,,,127.0281039,37.50304995
MA0101202504A0104489,어반누크에프앤비컴퍼니,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1.17e+18,1,대지,564,18.0,서울특별시 강남구 신사동 564-18,116804000000.0,서울특별시 강남구 도산대로25길,26,,1.17e+24,킹슬리빌딩,서울특별시 강남구 도산대로25길 26,135891,6032,,,,127.0269909,37.52143971
MA010120220812757520,오디오시요거트,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,752,41.0,서울특별시 강남구 역삼동 752-41,116803000000.0,서울특별시 강남구 역삼로,133,,1.17e+24,,서울특별시 강남구 역삼로 133,135925,6244,,1,,127.0341505,37.49443474
MA010120220802646876,오바게트,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680590,삼성2동,1168010500,삼성동,1.17e+18,1,대지,35,13.0,서울특별시 강남구 삼성동 35-13,116804000000.0,서울특별시 강남구 선릉로112길,5,,1.17e+24,지상1,서울특별시 강남구 선릉로112길 5,135867,6097,,1,,127.0439986,37.51141544
MA0101202504A0076054,온도차,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,115,5.0,서울특별시 강남구 논현동 115-5,116804000000.0,서울특별시 강남구 언주로134길,20,,1.17e+24,,서울특별시 강남구 언주로134길 20,135821,6061,,1,,127.0371922,37.51671568
MA0101202406A0159303,올드몬트베이글,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680545,압구정동,1168011000,압구정동,1.17e+18,1,대지,369,1.0,서울특별시 강남구 압구정동 369-1,116804000000.0,서울특별시 강남구 압구정로29길,71,,1.17e+24,현대1차,서울특별시 강남구 압구정로29길 71,135787,6002,상가2,1,,127.028319,37.53360292
MA0101202504A0039018,이디야강남나누리,병원점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1.17e+18,1,대지,63,6.0,서울특별시 강남구 논현동 63-6,116804000000.0,서울특별시 강남구 언주로149길,5,,1.17e+24,,서울특별시 강남구 언주로149길 5,135816,6048,,1,,127.0336986,37.52050995
MA010120220807009871,이디야충현교회점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,667,18.0,서울특별시 강남구 역삼동 667-18,116804000000.0,서울특별시 강남구 논현로98길,7,,1.17e+24,,서울특별시 강남구 논현로98길 7,135914,6136,,2,,127.0363375,37.5037595
MA0101202305A0011917,이안애,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,636,23.0,서울특별시 강남구 역삼동 636-23,116804000000.0,서울특별시 강남구 강남대로94길,53,,1.17e+24,화성빌딩,서울특별시 강남구 강남대로94길 53,135908,6130,,5,,127.0314617,37.50050827
MA010120220807038071,자연식빵,강남점,I2,음식,I210,기타 간이,I21001,빵/도넛,G47216,빵류; 과자류 및 당류 소매업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,804,,서울특별시 강남구 역삼동 804,116802000000.0,서울특별시 강남구 강남대로,396,,1.17e+24,강남역지하쇼핑센터,서울특별시 강남구 강남대로 396,135081,6232,1,1,,127.0283056,37.49815744
MA0106202404A0646852,재원푸드,대치점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1.17e+18,1,대지,939,28.0,서울특별시 강남구 대치동 939-28,116803000000.0,서울특별시 강남구 도곡로,423,,1.17e+24,,서울특별시 강남구 도곡로 423,135998,6208,,,,127.0567806,37.49780481
MA0101202301A0090675,조선커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,739,,서울특별시 강남구 역삼동 739,116804000000.0,서울특별시 강남구 논현로85길,13,,1.17e+24,역삼동빌딩,서울특별시 강남구 논현로85길 13,135924,6237,,1,,127.0362561,37.49910133
MA0106202201A2364033,청담영동대로,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1.17e+18,1,대지,132,1.0,서울특별시 강남구 청담동 132-1,116802000000.0,서울특별시 강남구 영동대로,720,,1.17e+24,,서울특별시 강남구 영동대로 720,135957,6075,,,,127.0564597,37.52218614
MA010120220808155181,청담카렐음악연습실,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1.17e+18,1,대지,122,35.0,서울특별시 강남구 청담동 122-35,116804000000.0,서울특별시 강남구 도산대로85길,30,,1.17e+24,청담신원아침도시마인,서울특별시 강남구 도산대로85길 30,135955,6012,,2,,127.0496752,37.52643291
MA0101202409A0054943,츄스퀘어드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,655,9.0,서울특별시 강남구 역삼동 655-9,116804000000.0,서울특별시 강남구 봉은사로38길,14,,1.17e+24,,서울특별시 강남구 봉은사로38길 14,135913,6137,,1,,127.0375946,37.50726402
MA0101202212A0034577,카페로코,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,658,12.0,서울특별시 강남구 역삼동 658-12,116804000000.0,서울특별시 강남구 봉은사로30길,17,,1.17e+24,,서울특별시 강남구 봉은사로30길 17,135913,6136,,1,,127.035468,37.50650783
MA010120220813259384,카페리[利],,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680650,역삼2동,1168010100,역삼동,1.17e+18,1,대지,718,31.0,서울특별시 강남구 역삼동 718-31,116804000000.0,서울특별시 강남구 논현로86길,33,,1.17e+24,,서울특별시 강남구 논현로86길 33,135920,6220,,1,,127.0399775,37.5005958
MA010120220803585068,카페오늘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1.17e+18,1,대지,628,4.0,서울특별시 강남구 역삼동 628-4,116804000000.0,서울특별시 강남구 테헤란로25길,50,,1.17e+24,,서울특별시 강남구 테헤란로25길 50,135908,6126,,1,,127.0347655,37.50383206
