상호명,시군구명,행정동명,place_id,lat,lng,작성자,평점,리뷰,작성일,언어
가마쿠라도산점,강남구,압구정동,ChIJPWecTwCjfDURX_GC5edWj9Q,37.5258174,127.0374165,소소한한라봉 (소소),3,독특한 카페입니다. 모찌를 메인으로 판매하고 있어서 커피와 세트로 판매하며 가격은 저렴한 편입니다. 우리가 먹던 떡보다 부드럽고 말캉한 느낌입니다. 내부는 조용한 편이여서 잠시 쉬어가기 좋은 거 같아요.,3달 전,ko
가마쿠라도산점,강남구,압구정동,ChIJPWecTwCjfDURX_GC5edWj9Q,37.5258174,127.0374165,Su,4,이 주변에 말차라떼를 잘 하는 집이 드물어서 가마쿠라를 발견했을때 진짜 넘넘 방가웠음. 진짜 찌인한 말차라떼를 맛볼 수 있는 곳!!,1달 전,ko
가마쿠라도산점,강남구,압구정동,ChIJPWecTwCjfDURX_GC5edWj9Q,37.5258174,127.0374165,김영길,5,"압구정 가마쿠라 도산점에 다녀왔어요! 일본식 디저트를 사랑하는 저에게는 정말 반가운 곳이었답니다. 특히 와라비모찌는 정말 맛있었어요. 쫀득한 식감과 부드러운 흑당 시럽이 어우러져 입안에서 살살 녹는 느낌이었답니다.

스트로베리 요거트(M) 7,800원은 상큼한 딸기와 크리미한 요거트의 조화가 환상적이었고, 와라비모찌가 토핑으로 올라가니 더욱 특별했어요. 또, 말차(M) 6,800원은 깊은 풍미가 인상적이었고, 역시 와라비모찌와의 조합이 일품이었답니다.

아늑한 분위기에서 소중한 사람과 함께하기 좋은 카페라 추천해요! 꼭 방문해보세요!",10달 전,ko
가마쿠라도산점,강남구,압구정동,ChIJPWecTwCjfDURX_GC5edWj9Q,37.5258174,127.0374165,소나쀼,5,"와라비 모찌 먹으러 가시려면 여기 추천!!
도쿄에서 먹은것보다는 와라비 모찌 자체가 많이 달아서 흑당없이도 너무 단맛이 강하지만...그래도 도쿄가기전에 와라비모찌 그리울때 먹기 너무 좋아요~~^^
넉넉히 구매해서 냉동했다가 꺼내먹어도 식감이 그대로 유지되네요~~^^
그래서 일주일에 한번 가서 사옵니다.
흑당없이 떡만 팔아주셨으면 좋겠는데..그런 옵션은 없어요...
주차는 안됨!!",8달 전,ko
가마쿠라도산점,강남구,압구정동,ChIJPWecTwCjfDURX_GC5edWj9Q,37.5258174,127.0374165,leah lee,2,"처음 먹어본 일본식 디저트
떡이라 생각했는데 식감이 너무 물컹거려서 놀랐어요. 확실히 호불호 갈릴 식감
저는 불호….",1년 전,ko
강남주막다방,강남구,신사동,ChIJQSK-jeujfDURXUS0V1r8F2s,37.5189774,127.0233448,나는민아씨,5,"음식하나하나 다 맛있어요
매장내부도 굉장히커서 단체모임하기에도
너무 좋겠더라구요
다음에 또 방문해서 여러가지 더 시켜먹을래요",6달 전,ko
강남주막다방,강남구,신사동,ChIJQSK-jeujfDURXUS0V1r8F2s,37.5189774,127.0233448,MJ Kim,5,완전 레트로. 스크린골프방도 하나 있음.DJ박스도 있음. 신청곡도 받음.막걸리도 있음. 주인장 언니 매우 친절함. 이쁨^^실내에 화장실 있음.,6달 전,ko
강남주막다방,강남구,신사동,ChIJQSK-jeujfDURXUS0V1r8F2s,37.5189774,127.0233448,Yang Andrew,4,dj방이 있어 신청곡 가능. 단체손님 받을때 협조가 잘 안됨. 메뉴는 괜찮은편,1년 전,ko
강남주막다방,강남구,신사동,ChIJQSK-jeujfDURXUS0V1r8F2s,37.5189774,127.0233448,TK S,3,,1년 전,
공차SSG푸드마켓,강남구,도곡2동,ChIJrU66vhinfDURKJpVXFh8d5s,37.489794,127.0550404,리뷰킹진실만을 말하는,5,타팰 밑에 공차가 생겨서 너무 좋아요. 1일 1공차중인듯ㅋㅋ 공차 이즈 뭔들~~ 넘 맛있어여🧋🧋,2년 전,ko
구드마리,강남구,압구정동,ChIJa4_C6o2jfDURMZMM-uuZ2P4,37.523152,127.0305236,웹사이트제작웹파스,5,"압구정역 디저트카페 '구드마리' 를 운영하는
르꼬르동블루출신 김현주 파티쉐님이죠.
남다른 철학을 가진 꿈에 대한 열정이 가득한
귀엽고 예쁜 소녀랄까요?
프랑스 밀가루, 버터, 초콜릿 등 프랑스 최상급 재료로
쿠키와 구움과자류를 만드는데 하나 하나 맛을 보니
와~ 다른긴 다르네요.
쿠키나 구움과자류 외에도 커피와 라떼도 맛있다고
이미 소문이 나있으니 근처에 계시면 들러보시죠.",3주 전,ko
구드마리,강남구,압구정동,ChIJa4_C6o2jfDURMZMM-uuZ2P4,37.523152,127.0305236,손선경,5,"따뜻하고 맛있는 커피와 쿠키, 친절한 사장님과 너무 예쁜 카페
책읽기 좋아요",5년 전,ko
구드마리,강남구,압구정동,ChIJa4_C6o2jfDURMZMM-uuZ2P4,37.523152,127.0305236,HJ,5,작은 공간이지만 사장님께서 신경써서 꾸민 아늑하고 예쁜 곳이에요. 쿠키랑 다쿠아즈 맛있어요~,4년 전,ko
구드마리,강남구,압구정동,ChIJa4_C6o2jfDURMZMM-uuZ2P4,37.523152,127.0305236,임준성,5,"과자는 직접 만드는가게 주인장도 상냥함
작고 이쁜 가게임",4년 전,ko
구드마리,강남구,압구정동,ChIJa4_C6o2jfDURMZMM-uuZ2P4,37.523152,127.0305236,Sean “Honest man”,5,세계 최고,4년 전,ko
구름커피,강남구,역삼1동,ChIJE_uLKQClfDURvV2LPX4sZRI,37.50202580000001,127.042137,J,5,"테헤란로에 있는 카페 중 수준이 가장 높은 듯.
식음료 맛과 품질, 분위기, 응대, 매장 청결 상태 최고.
직원분들이 테이블을 정말 부지런히 소독하고 닦음. ㅎㅎ",1년 전,ko
구름커피,강남구,역삼1동,ChIJE_uLKQClfDURvV2LPX4sZRI,37.50202580000001,127.042137,Caroline Tu,5,"카페 콤마는 한국의 로컬 카페 체인입니다. 역삼역에 있는 이 지점의 분위기는 매우 좋습니다. 서비스, 분위기, 커피 품질은 체인 커피숍 중 최고 수준입니다. 평일에는 오전 7시 30분에 문을 열고 주말에는 늦게까지 영업합니다. 치즈 플로트를 추천합니다. 2샷 에스프레소 1/3, 아이스 밀크 1/3, 진한 밀크 캡 1/3, 그리고 얇게 썬 파마산 치즈가 토핑되어 있습니다. 설탕은 전혀 들어가지 않고 유당 때문에 은은한 단맛이 납니다. 저는 2년 전 서울의 킨더프레스 에스프레소 바에서 치즈 슬라이스가 들어간 이 특별한 커피를 처음 접했고, 정말 감명받았습니다. 킨더프레스 버전은 더 좋은 품질의 커피 원두, 진한 밀크 캡, 그리고 우유를 사용합니다. 어쨌든 체인 커피와 부티크 커피는 차이가 있습니다. 이 컵이 킨더프레스 기반인지는 잘 모르겠습니다. 머그컵에 담긴 따뜻한 라떼도 맛있습니다. 미디엄 로스팅 레시피 원두는 순수한 풍미를 선사하는데, 7,000원이면 괜찮습니다. 구글에는 영구적으로 폐업한 것으로 표시되어 있지만 사업이 잘 되어서 오랫동안 영업할 것으로 보입니다:D",3달 전,ko
구름커피,강남구,역삼1동,ChIJE_uLKQClfDURvV2LPX4sZRI,37.50202580000001,127.042137,Laura Nikulski,5,공간도 예쁘고 커피도 맛있어요. 가격은 강남 가격 그대로예요.,1년 전,ko
구름커피,강남구,역삼1동,ChIJE_uLKQClfDURvV2LPX4sZRI,37.50202580000001,127.042137,Ayah Taihi,4,커피 맛있어요!,2주 전,ko
구름커피,강남구,역삼1동,ChIJE_uLKQClfDURvV2LPX4sZRI,37.50202580000001,127.042137,HeeSun Chun,4,,1년 전,
구스베이커리,강남구,역삼1동,ChIJI_JEi_mhfDUREZUKjM2iplo,37.4980133,127.0338612,Frydek,5,빵 종류가 매우 다양하고 음료도 맛있습니다. 매장은 전체적으로 아늑한 느낌이 듭니다.,7달 전,ko
구스베이커리,강남구,역삼1동,ChIJI_JEi_mhfDUREZUKjM2iplo,37.4980133,127.0338612,Andrew Kim,4,강남이지만 강남역 역삼역에서는 도보로 조금 걸어야 만날 수 있는 곳. 의외로 괜찮은 느낌이다. 빵도 만들고 개방적인 분위기로 맛있는 냄새와 부담없이 들렀다갈 수 있는 장점이 돋보임. 화장실이 다소 거리가 있고 마실 수 있는 물(보통은 셀프)가 없어 카운터에 말을 해야 작은 종이컵 한 컵을 받을 수 있는 점이 아쉬움,4년 전,ko
구스베이커리,강남구,역삼1동,ChIJI_JEi_mhfDUREZUKjM2iplo,37.4980133,127.0338612,Kim,5,"커피도 빵도 맛난 집!
좀 전반적으로 단 감은 있지만 기분 좋아지는 단 맛이구요, 빵 반죽에서 맛의 숨결이 느껴지네요.
테라스쪽 앉았는데 날씨와 어울러져서 분위기 나름 좋았어요~ ^^",4년 전,ko
구스베이커리,강남구,역삼1동,ChIJI_JEi_mhfDUREZUKjM2iplo,37.4980133,127.0338612,바다덕badaduck,4,"일요일 오전에 방문함.
사람들 거의 없이 한산했고 에스프레소 아메리카노 찹쌀앙금빵 주문.
맛있는 베이커리들 종류가 많아서 구매시에 선택장애가 왔음.
커피는 나쁘지 않았고 빵은 맛있었음.
노래가 개인척으로 맘에듬 “쓰봉쓰봉~~~~”의 노래가 나옴.
T멤버쉽으로 10%할인을 받을 수 있음.
야외테라스도 있고 단체석도 있음.
화장실은 밖으로 나가 오피스텔 안으로 들어가야하나 멀지않고 깨끗함.
근처에 사시는 분들은 한가한 시간대에 오면 여유를 즐길수 있다고 생각함.
(지극히 주관적인 리뷰입니다. 감사합니다.)

TABLES (CAFE & bakery)
The bread is so delicious!",5년 전,ko
구스베이커리,강남구,역삼1동,ChIJI_JEi_mhfDUREZUKjM2iplo,37.4980133,127.0338612,Flamingo,4,"타르트가 맛있는 집. 딱 상상하던 부드러움과 달콤함이 아메리카노와 무척 잘 어울렸다.
다른 빵들도 맛있어 보였지만 살 찔 것 같아 더 주문 못함...
분위기도 괜찮고 빵도 커피도 맛있는 집.",5년 전,ko
구테로이테,강남구,역삼1동,ChIJL_epTkCjfDURfy8UYQh0VXY,37.5017616,127.0370414,Y.E. Song,4,,1년 전,
그래커피,강남구,대치4동,ChIJI7a-EFWlfDURrWL6iiKKmvo,37.5026656,127.0516158,Hyunmin Yoon,5,"우연히 방문하게 된 카페였는데 지하에 위치하고 내부 인테리어를 독특하게 꾸민 것이 인상적인 곳이었습니다. 늦은 시간에 방문하였음에도 불구하고 싫은 내색 없이 받아주신 종업원 분도 매우 친절하고 감사했습니다.
가격도 입지조건에 비해 크게 높진 않았던지라 과연 가게 주인분이 땅값을 제대로 낼 수 있으실지 걱정일 정도로 괜찮았습니다.
커피도 아인슈페너도 맛있었고 모두 만족스러웠던 장소입니다.
근처에 식당도 많으니 식사 전후에 찾기 좋은 카페라고 생각합니다.",6년 전,ko
그래커피,강남구,대치4동,ChIJI7a-EFWlfDURrWL6iiKKmvo,37.5026656,127.0516158,Sunshine,4,이쁜 갤러리카페 같아요. 노란색이 자칫하면 촌스러울 수 있는데 감각적인 인테리어와 갤러리 작품들과 어우러져서 분위기를 이쁘게 만들어 냈어요. 모임이나 스터디하기에 좋을 것 같아요.,6년 전,ko
그래커피,강남구,대치4동,ChIJI7a-EFWlfDURrWL6iiKKmvo,37.5026656,127.0516158,Joe,5,"우연히 방문한 카페였습니다. 조용한 음악에 노란색이 주는 느낌과 전체적인 느낌은 갤러리 느낌이라서
너무 좋았습니다. 기회가 된다면 다시한번 방문하겠습니다.",3년 전,ko
그래커피,강남구,대치4동,ChIJI7a-EFWlfDURrWL6iiKKmvo,37.5026656,127.0516158,jangwon choi,4,"노란색의 메인 컬러로 산뜻한 느낌의 카페입니다.

앞에 있는 북창동순두부 선릉2호점에서 식사하고
바로 앞에 있는 싸프란겔 선릉역점으로 이동.
매일 오전11시에 문을 열고 오후 10시에 문을 닫는 커피숍.
지하 1층에 있는데 내려가는 길이 모두 노란색.
샤프란이 원래 크로커스 꽃으로 만든 강한 노란색에 독특한 향과 단맛을 내는 향신료임.
샤프란 1g을 얻기 위해서는 500개의 암술을 말려야 해서 대략 160개의 구근을 수확함.
세계에서 가장 비싼 향신료 중 하나로 보통 소스, 쌀요리, 빵요리 등에 사용됨.
독일어로 진노랑을 뜻하며, 햇빛과 희망, 고귀함, 지혜를 상징한다고 함.

​샤프란겔 로고에 있는 아라크네는 그리스로마신화에 등장하는 여인으로 베짜기의 천재이자 예술가. 신화에 따르면 자신의 베짜는 실력에 강한 자부심을 가져 아테나에게 도전해서 승리했으나 아테나의 노여움으로 저주를 받아 거미가 되었다고 함. 사회의 부조리에 끝까지 저항해 뛰어난 예술로 올림푸스 신에게 승리했으나 신으로 대변되는 부패한 권력층에 희생당한 인간의 시조로도 볼 수 있음. 아라크네는 고대 그리스어로 거미를 뜻함.

​이미 밥을 먹고 왔기에 아메리카노 주문해서 형님들과 마시면서 대화를 함.
한 형님은 바쁘셔서 2시에 가시고 나머지 한 형님과는 4시가 넘도록 이야기함.",2년 전,ko
그래커피,강남구,대치4동,ChIJI7a-EFWlfDURrWL6iiKKmvo,37.5026656,127.0516158,Joon Jung,5,"인테리어가 예쁜 카페입니다. 음료도 전반적으로 잘 만드는 곳이라 선릉 주변에서 예쁜 카페를 가고 싶은 분들께 추천 드리고 싶네요. ""싸프란겔"" 이름이 붙은 음료들이 있는데 다 맛있습니다ㅎ",5년 전,ko
꼬마1,강남구,청담동,ChIJJ91aNQalfDURmwPhlckqpH8,37.5231935,127.0470659,Hyuk Chang,4,"음료 커피 모두 만족했습니다.
청담동에서 조용한 분위기에서 쉬어가기에 좋았습니다.",2달 전,ko
꼬마1,강남구,청담동,ChIJJ91aNQalfDURmwPhlckqpH8,37.5231935,127.0470659,소식,5,"마일드한 라떼.
스팀을 잔잔하고 부드럽게해서 입에 감도는 느낌이
좋았어요.
허나 진한 커피를 좋아하신다면 일반 라떼보단
플랫화이트를 추천합니다.
점심시간에 해피타임 -1000원 행사 함",5년 전,ko
꼬마1,강남구,청담동,ChIJJ91aNQalfDURmwPhlckqpH8,37.5231935,127.0470659,Y.H. Chun,3,"한줄평: 훈남 스탭과 야외 테라스가 이쁜곳.

주차 가능하고, 청담동 기준 나름 합리적인 가격, 친절한 서비스 각 층마다 다른 분위기.
가볍게 커피한잔 하기 괜찮은 곳.",4년 전,ko
꼬마1,강남구,청담동,ChIJJ91aNQalfDURmwPhlckqpH8,37.5231935,127.0470659,OK Choi,5,지나가다 커피와 버터 향기에 이끌려 들어갔는데 이국적이고 자유스러운 분위기가 너무 좋았고 바스크 치즈 케이크 먹어보고 여긴 진짜 찐이구나 했어요👍,2년 전,ko
꼬마1,강남구,청담동,ChIJJ91aNQalfDURmwPhlckqpH8,37.5231935,127.0470659,김성범,5,2층이 조용하고 좋아요ㅎ,2년 전,ko
꼬모윤,강남구,압구정동,ChIJLeQUz-i3fDURb51NOlydWBI,37.5479584,127.0429091,Flamingo,4,블랙 색감이 매력적인 모던풍 카페. 분위기는 괜찮은 편. 까눌레와 까눌레칩이 유명. 하지만 까눌레만 맛봤다. 적당히 달달하고  폭신해 맛이 좋았다. 디저트 수량이나 개수가 상당히 많아서 이거저거 먹어보고 싶은 충동이 일었음.,1달 전,ko
꼬모윤,강남구,압구정동,ChIJLeQUz-i3fDURb51NOlydWBI,37.5479584,127.0429091,Ashley Jang,5,"까눌레 맛집 인정~ 고급스럽고 진한 풍미에 겉바속쫀 제대로에요
크림에 찍어먹는 까눌레칩도 달달상큼 맛있었어요",일주일 이내,ko
꼬모윤,강남구,압구정동,ChIJLeQUz-i3fDURb51NOlydWBI,37.5479584,127.0429091,박시영,5,까눌레칩이 궁금해서 왔어요. 맛있긴 하지만 집이 멀다면 찾아서 올정도는 아닌듯해요~ 그래도 궁금증은 해결했어요. 방문한 사람들 모두 까눌레칩을 먹고있었어요. 기모브쥬빌레는 맛있진 않았지만 새로운걸 알게되서 좋았어요,1년 전,ko
꼬모윤,강남구,압구정동,ChIJLeQUz-i3fDURb51NOlydWBI,37.5479584,127.0429091,봄에서가을,5,"깔끔한 블랙 인테리어🖤라탄의자💛생화🧡
음악도 넘 좋구요🎶🎵
커피도 맛있어요 ☕️
디저트카페로 많이 찾아와요!!
직원들도 친절해서 기분좋아요~",4달 전,ko
꼬모윤,강남구,압구정동,ChIJLeQUz-i3fDURb51NOlydWBI,37.5479584,127.0429091,메론맛치토스,4,한강이 가까운 이곳에서는 까눌레칩을 포장해 가는 것을 추천함.,7달 전,ko
누아주베이커리,강남구,압구정동,ChIJMVAWwZWhfDURXL3GktWwoPk,37.49185689999999,126.9896059,201,4,"다양한 종류의 소금빵이 유명한 베이커리 카페다. 버터 풍미가 강한 ‘클래식 소금빵’과 쪽파와 크림치즈가 들어간 ‘쪽파 소금빵’이 많이 팔린다고 한다.
2층에 넓고 쾌적한 공간이 있어 빵과 커피를 즐기기에 좋다. 여기저기에 아이들이 그린 그림이 놓여 있는데 공간의 분위기와 잘 어울린다.",1년 전,ko
누아주베이커리,강남구,압구정동,ChIJMVAWwZWhfDURXL3GktWwoPk,37.49185689999999,126.9896059,Bk “Travel Trouble” Im,5,"소금빵이 다양하고 맛있는
방배동 멋진 카페 베이커리에요.
공간도 넓고 쾌적한데다 친절해요.
잠봉 소보로 쪽파 커리 소금빵 추천해요 😄",1년 전,ko
누아주베이커리,강남구,압구정동,ChIJMVAWwZWhfDURXL3GktWwoPk,37.49185689999999,126.9896059,아슈우크림,5,"골목 한 귀퉁이에 커피 한잔하러 들어갔다가 발견한 보물장소!
커피 굿! 하지만 소금빵 및 브레드류는 체리따봉!!

분위기 및 인테리어가 무언가 심상치 않다 싶었는데 예감은 틀리지 않네요
점심시간 바로 전에 방문하여 갖 나온 소금빵들과 휘낭시에들을 맞닥드리고 종류별로 하나씩 나도 모르게 다 사버렸습니다.
그리고 각각 하나하나 모두 맛이 일품!

약과 휘낭시에 & 쪽파 소금빵은 다음에 꼭 다시 맛보렵니다.
깜빠뉴 쿠키도 전부 맛있습니다.",2년 전,ko
누아주베이커리,강남구,압구정동,ChIJMVAWwZWhfDURXL3GktWwoPk,37.49185689999999,126.9896059,Himummu Y,5,"골목에 있는 작은 카페입니다🥐
소금빵을 메인으로 파는 것 같았고 11시에 소금빵 나오구 12시30분에 깜빠뉴가 나온다고 하네요!🥖
소금빵이 거의 나오자마자 보았는데 엄청 귀엽게 생겼어요 ㅋㅋㅋ
커피도 팔고 있어서 테이크아웃도 가능하고 햇살맛집 자리에 앉아서 먹을 수도 있습니당🌞
커피는 신맛이 적은 뷰드러운 맛이었구요 휘낭시에도 먹어봤는데 보들보들해서 맛있었어요~",3년 전,ko
누아주베이커리,강남구,압구정동,ChIJMVAWwZWhfDURXL3GktWwoPk,37.49185689999999,126.9896059,김숙현,5,"그림 처럼 아름답고 핫한 분위기
너무 좋았습니다.",6달 전,ko
달콤한인생,강남구,역삼1동,ChIJFX1Sj1ahfDURHBSQkPn48m0,37.497298,127.0339558,Mj,5,도시락 케이크 주문했는데 맛있고 이쁘고 가격도 합리적이네요~,3년 전,ko
달콤한인생,강남구,역삼1동,ChIJFX1Sj1ahfDURHBSQkPn48m0,37.497298,127.0339558,크리미,5,,3년 전,
달콤한인생,강남구,역삼1동,ChIJFX1Sj1ahfDURHBSQkPn48m0,37.497298,127.0339558,Latin Black 라틴블랙,3,,3년 전,
